Período;Região;Instituição;Localização Geográfica;Nº Intervenções Cirúrgicas Programadas;Nº Intervenções Cirúrgicas Convencionais;Nº Intervenções Cirúrgicas de Ambulatório;Nº Intervenções Cirúrgicas Urgentes
2016-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;14486;4648;9838;1814
2016-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;11953;4308;7645;2312
2017-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;424;108;316;82
2017-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;478;195;283;77
2017-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;777;269;508;113
2017-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;127;42;85;0
2017-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;630;220;410;76
2017-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;535;213;322;76
2017-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;1454;690;764;255
2017-01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;968;361;607;198
2017-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;1091;265;826;206
2017-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;1394;386;1008;171
2017-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;1174;476;698;134
2017-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;1127;278;849;131
2017-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;267;81;186;0
2017-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;2803;1277;1526;454
2017-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;2418;727;1691;363
2017-03;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;3948;1377;2571;237
2017-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;1285;405;880;297
2017-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;1170;322;848;234
2017-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;3431;1140;2291;695
2017-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;10425;4373;6052;1558
2017-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;1752;752;1000;225
2017-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;9740;4102;5638;1420
2017-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;2280;827;1453;315
2017-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;10836;4716;6120;1465
2017-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;1637;862;775;274
2017-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;1225;396;829;19
2017-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;1276;519;757;389
2017-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;1510;418;1092;288
2017-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;3821;1797;2024;1143
2017-04;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;2072;808;1264;305
2017-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;2310;1022;1288;256
2017-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;5787;2556;3231;911
2017-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;2584;607;1977;780
2017-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;3569;1004;2565;450
2017-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;2047;634;1413;460
2017-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;4547;1385;3162;754
2017-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;2337;702;1635;459
2017-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;10896;4084;6812;1701
2017-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;8124;3024;5100;933
2017-04;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;8265;2754;5511;969
2017-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;1561;502;1059;24
2017-04;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;4455;2009;2446;178
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;2490;906;1584;391
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;3952;1405;2547;874
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;8325;2455;5870;1156
2017-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;15242;6331;8911;2462
2017-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;2593;780;1813;567
2017-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;2804;1865;939;224
2017-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;6251;1887;4364;862
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;6051;1908;4143;909
2017-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;7090;2560;4530;553
2017-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;2676;1110;1566;1013
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;6937;2256;4681;1296
2017-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;3520;1002;2518;759
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;3068;1580;1488;533
2017-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;6595;3064;3531;2105
2017-07;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;4284;1134;3150;517
2017-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;4123;1453;2670;560
2017-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;3844;1623;2221;510
2017-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;10024;4234;5790;1653
2017-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;3741;1110;2631;753
2017-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;9667;3969;5698;1212
2017-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;3868;2625;1243;321
2017-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;3747;1371;2376;626
2017-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;8646;2582;6064;1851
2017-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;4712;1237;3475;627
2017-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;3541;1474;2067;1344
2017-08;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;3669;;3669;
2017-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;4332;2947;1385;380
2017-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;10957;4330;6627;1702
2017-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;9774;2950;6824;1193
2017-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;8845;2826;6019;1511
2017-09;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;1185;;1185;
2017-09;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;5194;1369;3825;690
2017-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;6543;2182;4361;1097
2017-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;8693;2851;5842;1732
2017-09;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;4754;3241;1513;484
2017-09;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;18853;6297;12556;2274
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;3517;1332;2185;942
2017-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;9037;4175;4862;3214
2017-10;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;1276;320;956;0
2017-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;3912;2420;1492;
2017-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;5041;2229;2812;700
2017-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;13717;5654;8063;2458
2017-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;6275;1529;4746;2086
2017-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;5486;1544;3942;1301
2017-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;13800;5333;8467;2082
2017-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;18653;5584;13069;2528
2017-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;3643;1503;2140;1315
2017-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;16627;5221;11406;2707
2017-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;5564;2457;3107;766
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;29545;12339;17206;6505
2017-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;8090;2642;5448;1390
2017-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;5941;1751;4190;1359
2017-11;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;5114;;5114;
2017-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;5313;2660;2653;1045
2017-11;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;23349;7836;15513;2764
2017-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;11514;5201;6313;475
2017-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;12722;3594;9128;2722
2017-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;9162;3189;5973;2143
2017-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;6563;2312;4251;941
2017-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;6003;2671;3332;836
2017-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;31677;13239;18438;7149
2017-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;16421;6782;9639;2927
2017-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;11033;3217;7816;1619
2017-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;11543;4636;6907;2070
2017-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;12358;5592;6766;509
2017-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;13316;4192;9124;2316
2018-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;1048;404;644;114
2018-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;316;121;195;64
2018-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;940;404;536;238
2018-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;3581;1511;2070;543
2018-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;1537;650;887;239
2018-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;3186;1278;1908;513
2018-01;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;557;399;158;98
2018-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;2107;661;1446;269
2018-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;1057;506;551;43
2018-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;1165;311;854;133
2018-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;213;;213;
2018-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;1068;316;752;152
2018-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;833;486;347;
2018-02;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;1116;371;745;99
2018-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;942;412;530;121
2018-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;1010;413;597;110
2018-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;1805;497;1308;285
2018-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;5734;2023;3711;875
2018-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;1090;440;650;201
2018-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;2108;905;1203;350
2018-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;963;416;547;274
2018-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;2512;1087;1425;851
2018-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;3456;834;2622;628
2018-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;1540;628;912;176
2018-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;8395;3534;4861;1656
2018-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;3649;1295;2354;652
2018-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;8463;2996;5467;1299
2018-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;6714;1925;4789;768
2018-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;1385;352;1033;35
2018-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;3276;950;2326;403
2018-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;1357;388;969;272
2018-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;1906;644;1262;299
2018-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;3421;1458;1963;1152
2018-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;12938;5201;7737;2154
2018-04;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;386;138;248;0
2018-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;2083;871;1212;252
2018-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;5829;2383;3446;968
2018-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;2734;663;2071;702
2018-04;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;4333;1228;3105;727
2018-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;3390;902;2488;585
2018-04;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;1821;;1821;
2018-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;14494;5907;8587;1744
2018-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;1850;466;1384;42
2018-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;5189;1579;3610;855
2018-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;2395;1059;1336;355
2018-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;2590;1090;1500;531
2018-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;13841;5684;8157;2853
2018-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;7599;2551;5048;939
2018-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;5984;1976;4008;1071
2018-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;6993;2235;4758;975
2018-05;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;2534;1075;1459;491
2018-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;4875;2144;2731;881
2018-05;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;11072;3379;7693;1318
