Período;Região;Instituição;Localização Geográfica;Nº Atendimentos em Urgência SU Triagem Manchester -Vermelha;Nº Atendimentos em Urgência SU Triagem Manchester -Laranja;Nº Atendimentos em Urgência SU Triagem Manchester -Amarela;Nº Atendimentos em Urgência SU Triagem Manchester -Verde;Nº Atendimentos em Urgência SU Triagem Manchester -Azul;Nº Atendimentos em Urgência SU Triagem Manchester -Branca;Nº Atendimentos s\ Triagem Manchester
2022-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;110;3740;15391;11775;477;1491;4140
2022-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;38;1022;7371;5951;294;313;22
2022-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;91;3181;14238;14748;313;1100;2314
2022-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;99;2738;11332;18301;817;1309;1891
2022-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;108;3226;13957;11895;316;1287;2751
2022-03;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;142;3787;16281;17987;385;1427;287
2022-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;99;3153;15746;12575;387;473;74
2022-03;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;83;3442;11890;11961;535;158;179
2022-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;195;3708;11779;18604;1533;441;933
2022-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;150;3901;19683;15606;361;2967;2
2022-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;132;3686;16407;14435;188;495;58
2022-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;89;3583;9638;9208;975;44;199
2022-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;52;1338;12065;6190;104;981;25
2022-04;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;151;6210;26302;18541;596;160;555
2022-04;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;177;3879;21904;10903;895;1794;6991
2022-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;69;3122;19515;20221;430;3037;218
2022-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;183;5012;22604;19993;264;635;89
2022-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;116;2216;15832;10973;298;2900;130
2022-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;126;4608;12501;11966;1256;59;273
2022-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;50;1717;8150;9112;118;603;17742
2022-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;396;16334;56907;61117;3233;5510;805
2022-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;302;6960;33150;30066;1135;1423;
2022-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;227;8389;34918;25795;1339;2774;198
2022-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;256;4053;26792;24317;1440;;44386
2022-05;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;191;7766;33388;24288;760;204;636
2022-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;151;5338;27197;22397;729;784;117
2022-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;194;6691;35601;27725;636;4126;4
2022-05;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;47;1873;10217;13973;576;298;2
2022-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;140;4036;16850;17564;414;1759;
2022-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;476;19987;69703;74230;3775;6644;1005
2022-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;316;4847;32578;29704;;1739;52240
2022-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;161;8026;24201;43004;541;173;
2022-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;164;7087;25180;26529;1079;338;317
2022-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;369;7064;23646;36710;2921;889;3547
2022-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;219;8973;51258;26972;648;3382;519
2022-06;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;442;8751;44497;44589;2185;;623
2022-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;268;7628;35410;31415;432;979;131
2022-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;180;3411;24614;17192;449;4143;183
2022-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;173;6416;17763;15915;1671;76;1130
2022-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;437;9873;47583;42105;1591;2034;
2022-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;309;11769;49564;34825;1845;3928;260
2022-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;748;20555;78527;50932;1785;4545;1057
2022-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;230;4410;26279;19066;1299;1918;48
2022-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;394;5660;38503;34737;;1964;60059
2022-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;188;6330;26587;43518;1876;2778;4503
2022-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;309;9134;39191;43519;890;2858;753
2022-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;396;7810;38505;37266;702;2106;300
2022-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;255;10510;60318;31438;723;3934;600
2022-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;77;3139;24423;19667;214;685;315
2022-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;276;8711;39637;31015;796;3718;7462
2022-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;343;10412;44819;49907;1063;3271;835
2022-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;550;13148;49607;52695;5086;1742;15487
2022-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;397;8030;46413;22824;1899;3696;14884
2022-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;132;6450;39257;41164;937;6746;506
2022-08;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;80;3067;16944;21699;1044;513;2
2022-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;228;8029;36197;27216;1074;679;1807
2022-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;86;3212;15259;15760;222;1019;33289
2022-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;581;12914;62051;53709;2035;2669;
2022-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;262;9142;44769;45739;1046;3217;7391
2022-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;305;9755;44449;34213;901;4133;8271
2022-09;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;331;12405;58061;43133;1375;408;1226
2022-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;253;10463;37627;38849;1613;505;357
2022-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;477;17624;75730;66184;3094;2144;582
2022-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;779;19143;63908;44250;2596;10667;10534
2022-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;87;3443;19026;24142;1192;561;2
2022-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;197;7977;30339;20668;1431;1333;8496
2022-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;121;3584;32355;15454;233;2735;87
2022-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;412;13119;55449;42684;1654;5319;13470
2022-10;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;97;3953;30903;24253;243;869;330
2022-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;241;8849;37789;60503;2712;3794;6875
2022-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;343;10956;49923;38427;1012;4642;9290
2022-10;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;623;12457;40987;59845;4661;1519;4799
2022-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;192;5495;25438;27048;1074;1262;567
2022-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;294;5992;42921;28246;788;6157;282
2022-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;104;4217;18860;19708;267;1190;42592
2022-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;489;19358;80538;54003;3018;6159;504
2022-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1192;33236;126729;79827;2939;7495;1962
2022-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;461;14669;61478;47883;1789;5781;14839
2022-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;364;7043;42893;31147;2142;2693;84
2022-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;381;12046;60223;49767;1593;1801;305
2022-11;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1016;22231;84899;42364;4633;0;88880
2022-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;601;21997;94628;84392;3631;2480;924
2022-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;465;15437;82055;61524;1420;9878;9
2022-11;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;111;4251;23642;31070;1506;681;2
2022-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;334;11527;30698;27117;2769;226;1334
2022-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;317;11301;50975;38253;1414;926;2076
2022-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1320;36632;138113;86563;3200;8291;2118
2022-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;144;4499;33657;25363;1268;1489;86
2022-12;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;296;10802;45313;72285;3360;4479;8205
2022-12;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;450;17223;77959;59730;1761;573;1487
2022-12;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;669;24125;103725;92967;3879;2659;1081
2022-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;122;4709;25912;33873;1660;742;2
2022-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;576;15485;76743;67799;881;2130;131
2023-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;42;1046;4571;3447;106;87;34
2023-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;61;1954;7457;4312;252;480;39
2023-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;29;802;3924;3234;222;202;6
2023-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;26;1039;3892;5379;266;322;867
2023-01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;48;1564;5808;5942;155;298;76
2023-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;67;1408;6148;5146;73;228;47
2023-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;90;1695;4679;5243;511;102;51
2023-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;53;2272;5031;3662;430;63;93
2023-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;34;821;6430;3361;55;522;12
2023-02;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;87;2830;11214;8046;298;1065;2557
2023-02;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;98;3024;11625;11874;319;574;150
2023-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;69;3029;7919;13164;230;33;
2023-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;102;4073;17013;15082;573;347;89
2023-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;39;1117;4956;5098;187;191;90
2023-02;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;101;2240;11087;4928;365;934;3404
2023-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;32;1194;4863;5298;79;244;12359
2023-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;53;2147;9623;9534;172;548;
2023-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;262;11976;36094;35543;1623;3636;611
2023-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;81;3522;16976;16659;527;1109;2401
2023-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;213;5533;19254;17348;1365;595;5085
2023-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;104;2938;16440;11468;285;563;2
2023-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;61;1669;7627;7882;285;306;149
2023-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;41;1126;6286;8729;531;187;1
2023-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;82;3243;10306;5353;320;393;2392
2023-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;139;3619;19997;17472;188;481;75
2023-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;282;5836;28019;21352;723;1223;206
2023-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;419;12664;45977;24678;906;2501;694
2023-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;117;2848;15741;12176;756;714;36
2023-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;70;3739;20817;20636;507;3253;296
2023-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;137;4975;24130;16474;507;413;197
2023-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;431;20328;62815;58495;2638;6122;1017
2023-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;264;3843;27436;22960;1942;313;43767
2023-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;150;5703;24060;14163;306;2184;4288
2023-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;394;11788;36053;21937;513;6449;9065
2023-05;Região de Saúde Norte;Centro Hospitalar Universitário de Santo António, EPE;41.1472498, -8.6172617;233;5297;29288;13620;969;2368;9188
2023-05;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;349;7324;40322;35249;584;3756;524
2023-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;117;3208;22689;12960;369;1683;108
2023-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;678;19184;71027;37443;1459;3826;1070
2023-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;161;6386;34572;32105;931;2338;5036
2023-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;167;6879;28675;16548;368;2966;5145
2023-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;331;7457;37479;30644;566;1819;278
2023-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;235;6713;34843;24376;1197;1140;299
2023-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;355;12327;37971;70774;2271;3062;708
2023-06;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;422;8735;48328;42264;706;4576;639
2023-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;243;7217;39529;34347;469;1087;92
2023-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;197;6885;34196;22884;724;557;297
2023-07;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;77;2674;23038;14843;109;635;193
2023-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;209;9899;30370;47878;840;89;
2023-07;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;372;14424;63241;51848;1917;1207;1514
2023-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;180;7471;25278;13507;875;875;5698
2023-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;102;3118;28058;12682;163;2254;48
2023-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;407;14683;64450;35851;2245;4743;415
2023-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;189;7417;31483;42207;2175;2671;5942
