Período;Região;ULS;Entidade;Localização Geográfica;Nº Notícias Nascimento;Nº de Nascer Utente
2020-12;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;207;0.0
2020-12;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;276;0.0
2020-12;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;61;53.0
2021-01;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;103;1.0
2021-01;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;135;2.0
2021-01;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;119;0.0
2021-01;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;146;0.0
2021-01;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;25;0.0
2021-01;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;39;16.0
2021-01;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;247;0.0
2021-01;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;97;0.0
2021-02;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;112;
2021-02;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;67;
2021-02;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;94;
2021-02;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;31;
2021-02;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;282;3.0
2021-02;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;178;2.0
2021-02;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;57;
2021-02;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;26;
2021-02;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;296;
2021-03;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;157;2.0
2021-03;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;151;0.0
2021-03;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;56;0.0
2021-03;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;117;0.0
2021-03;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;384;2.0
2021-03;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;148;1.0
2021-04;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;199;0.0
2021-04;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;27;0.0
2021-04;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;84;0.0
2021-04;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;290;0.0
2021-04;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;46;47.0
2021-05;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;35;36.0
2021-05;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;55;53.0
2021-05;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;155;0.0
2021-05;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;252;0.0
2021-05;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;129;0.0
2021-05;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;48;2.0
2021-05;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;117;0.0
2021-06;Região de Saúde LVT;;Hospital Vila Franca de Xira, EPE;38.952565, -8.992398;107;0.0
2021-06;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;79;0.0
2021-06;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;222;0.0
2021-06;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;63;0.0
2021-06;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;106;0.0
2021-06;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;175;7.0
2021-07;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;216;8.0
2021-07;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;357;1.0
2021-07;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;128;1.0
2021-08;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;83;0.0
2021-08;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;123;0.0
2021-08;Região de Saúde LVT;;Hospital Vila Franca de Xira, EPE;38.952565, -8.992398;107;0.0
2021-08;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;188;130.0
2021-08;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;147;0.0
2021-08;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;157;11.0
2021-08;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;12;0.0
2021-08;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;172;0.0
2021-08;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;162;1.0
2021-08;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;66;34.0
2021-08;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;103;12.0
2021-08;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;254;89.0
2021-08;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;109;1.0
2021-08;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;64;62.0
2021-08;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;109;0.0
2021-09;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;133;0.0
2021-09;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;250;35.0
2021-09;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;165;103.0
2021-09;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;159;14.0
2021-09;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;331;54.0
2021-09;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;120;0.0
2021-10;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;319;27.0
2021-10;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;36;34.0
2021-10;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;441;0.0
2021-10;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;65;62.0
2021-10;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;101;13.0
2021-10;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;159;2.0
2021-11;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;80;0.0
2021-11;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;137;0.0
2021-11;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;91;13.0
2021-11;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;100;40.0
2021-12;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;106;1.0
2021-12;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;113;3.0
2021-12;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;134;45.0
2021-12;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;306;82.0
2021-12;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;172;7.0
2022-01;Região Autonoma Açores;;Hospital da Horta;;15;0.0
2022-01;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;154;63.0
2022-01;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;162;25.0
2022-01;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;16;21.0
2022-01;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;88;0.0
2022-01;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;199;19.0
2022-01;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;212;1.0
2022-01;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;26;14.0
2022-01;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;31;35.0
2022-01;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;20.0
2022-01;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;98;0.0
2022-02;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;352;118.0
2022-02;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;18.0
2022-02;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;85;37.0
2022-02;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;69;41.0
2022-02;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;132;0.0
2022-02;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;94;0.0
2022-02;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;60;58.0
2022-02;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;112;0.0
2022-03;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;58;59.0
2022-03;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;20.0
2022-03;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;119;0.0
2022-03;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;155;6.0
2022-03;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;27;0.0
2022-03;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;21;8.0
2022-04;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;117;42.0
2022-04;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;115;82.0
2022-04;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;128;0.0
2022-04;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;115;8.0
2022-04;Região de Saúde LVT;;Hospital Vila Franca de Xira, EPE;38.952565, -8.992398;125;0.0
2022-04;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;118;6.0
2022-04;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;6.0
2022-05;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;174;75.0
2022-05;Região de Saúde LVT;;Hospital Vila Franca de Xira, EPE;38.952565, -8.992398;120;0.0
2022-05;Região Autonoma Açores;;Hospital da Horta;;16;0.0
2022-05;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;118;34.0
2022-05;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;0;4.0
2022-06;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;0;18.0
2022-06;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;117;23.0
2022-06;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;106;44.0
2022-06;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;111;102.0
2022-06;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;147;39.0
2022-06;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;130;95.0
2022-06;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;74;37.0
2022-06;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;139;13.0
2022-07;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;112;47.0
2022-07;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;105;84.0
2022-07;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;189;47.0
2022-07;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;189;69.0
2022-07;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;47;45.0
2022-08;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;236;0.0
2022-08;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;108;88.0
2022-08;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;110;28.0
2022-08;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;9.0
2022-08;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;180;14.0
2022-09;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;191;115.0
2022-09;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;0;17.0
2022-09;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;32;0.0
2022-09;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;433;146.0
2022-09;Região Autonoma Açores;;Hospital da Horta;;23;0.0
2022-09;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;167;112.0
2022-09;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;123;64.0
2022-09;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;169;14.0
2022-09;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;2;22.0
2022-09;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;51;50.0
2022-09;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;285;22.0
2022-10;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;29;0.0
2022-10;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;16;25.0
2022-10;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;0;36.0
2022-10;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, EPE;38.821342, -9.176377;89;17.0
2022-10;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;42;5.0
2022-10;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;167;0.0
2022-10;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;170;36.0
2022-10;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;153;5.0
2022-10;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;108;47.0
2022-11;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;44;46.0
2022-11;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;162;34.0
2022-11;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;85;47.0
2022-11;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;185;0.0
2022-11;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;246;13.0
2022-11;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;89;25.0
2022-11;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;56;1.0
2022-11;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;113;39.0
2022-12;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;129;1.0
2022-12;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;253;10.0
2022-12;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;7;2.0
2022-12;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;24;10.0
2022-12;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;335;115.0
2022-12;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;2;25.0
2022-12;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;0;39.0
2022-12;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;0.0
2022-12;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;157;67.0
2023-01;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;59;0.0
2023-01;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;50;33.0
2023-01;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;139;0.0
2023-01;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;124;121.0
2023-01;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;159;9.0
2023-01;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;254;1.0
2023-01;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;0;2.0
